   5.0000000e+01   0.0000000e+00
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   0.0000000e+00
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   0.0000000e+00
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01 
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   0.0000000e+00   5.0000000e+01
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   0.0000000e+00
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   0.0000000e+00
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   0.0000000e+00   5.0000000e+01
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   0.0000000e+00   5.0000000e+01
   5.5000000e+01   5.5000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
   5.0000000e+01   5.0000000e+01
